x1,x2,y
-0.20760432251605113,0.20880755569101886,0
0.36678010773318054,-0.11735677716092313,0
-0.096088399008908,-0.8456953666520226,0
-0.25795633158862197,-0.18411433498132787,0
0.09436988881184458,0.14079103403568,0
0.31008496906806654,0.4624661693932528,0
0.8745010926359941,0.3341161477128505,0
0.4641384456137672,-0.5186838932940181,0
-0.458830408956832,-0.3382963101486065,0
-0.025304880069344168,-0.09382395209250313,0
0.6098705186988845,0.0793211151847824,0
0.9724120384403739,-0.18606841108181635,0
0.06936198136313,-0.1217063961596411,0
0.12151109293258745,0.5038855850427161,0
0.3644399202413071,0.7981021562925431,0
0.3009950686505005,0.6768604831850912,0
-0.23298060909207013,0.656925398338556,0
-0.6940027048277133,-0.10883075827644371,0
-0.3271235626748327,0.14907737101327512,0
-0.07520727439335816,0.2837957661716409,0
-0.6175751403732324,-0.5231313659020047,0
0.5183681679095185,0.6225577521296762,0
-0.22692911716849848,0.8368497962173396,0
-0.6097762540266911,0.6798391183646505,0
-0.49198686288454746,0.13935557262585482,0
0.10994344503038445,-0.48931690419566426,0
0.2482424288783099,0.7587166066893442,0
-0.6473661041911262,-0.058053754887066225,0
-0.5869158715622124,-0.3850808440773187,0
0.762139663475242,0.22897402928297467,0
-0.6944303836913139,-0.5566650255496006,0
0.16185413306725485,0.29672203434214595,0
0.34464462042044997,0.1492737080968461,0
0.08917658350286867,-0.029667186772739513,0
0.5648497875315408,-0.1239057665975559,0
0.012894054304471754,-0.03354981980984855,0
-0.15665214488910317,0.43845366914933914,0
0.4436268652317392,0.31250344641552286,0
-0.11506521158796705,-0.26242310541082586,0
-0.5495510176326484,0.2169737790921502,0
0.0219645220687352,0.02116187649138254,0
-0.03733104061944373,0.001131640011836238,0
0.8034731818022498,0.1763590897066352,0
0.3032921302292635,-0.19429663378775366,0
-0.00700589739437996,0.1268672190798679,0
-0.27280900370793426,-0.44532378127442773,0
-0.2911338849959156,0.7128331732043678,0
-0.21410763398011612,-0.027141057113343237,0
-0.5962558405325332,-0.180198550207439,0
0.03396718115526816,0.07829700112537931,0
0.050740848550183314,-0.009816648682573552,0
0.08356013302908184,-0.5247432216399602,0
0.5020407667994607,-0.20060260015708717,0
0.5032443242423102,-0.3912314269609662,0
-0.5930002923654206,-0.41899794529529516,0
0.8606224886757131,-0.46001762246350414,0
0.4385275830059284,0.2725061624971335,0
0.10751901856890803,0.30453332175745323,0
0.7632946797611423,0.22294016282192403,0
-0.12345585675605276,0.24105758597545168,0
-0.3358961767530209,0.2826122195500893,0
-0.010492600285381381,0.07775158591677904,0
0.012036211501007027,-0.02231120356277062,0
-0.5983576204440471,0.7540955697645093,0
-0.16146600312044415,0.8202386797316443,0
-0.6710803138232988,-0.18447576520122094,0
0.2588422013171538,0.3166121058367651,0
0.05582079619436301,-0.1640577949414295,0
0.1395863895353218,0.07062710652553028,0
0.2493940028638198,-0.02059464535691422,0
0.07651462761149432,-0.5438707943856552,0
0.22629931283902568,0.6778170503521863,0
0.659800028569137,0.02290193278175211,0
0.1119195340961789,-0.2565872260012879,0
-0.2556801715145588,-0.9199974750564733,0
-0.09704799020349579,-0.7314872160650411,0
0.07386659185597197,-0.5494107226323455,0
0.5467043693295949,0.27443870705394807,0
-0.2643340468015401,0.3258707168355671,0
0.18492841808512103,0.16483968983153685,0
0.23221037757508559,-0.26980527884493016,0
-0.541577621271739,-0.530117352369848,0
-0.0070051741979451935,0.01257378421126092,0
0.10693938956033884,0.045131195804120935,0
-0.017198372319419043,0.04266683797217896,0
-0.01853227711635991,0.036268306318605364,0
-0.10931741748301106,-0.8484471185827074,0
-0.45679597977698777,-0.535230619384634,0
0.36000820271370526,-0.3086015459620764,0
-0.09634706090499347,0.016993141123860737,0
0.3592293538987978,0.3356194868662146,0
-0.10837413111062143,-0.46090190434853096,0
