posterior_mean
m_N[0],0.748507
m_N[1],42.2048
m_N[2],141.595
m_N[3],-20.6453
m_N[4],0.080964
m_N[5],0.648143
m_N[6],-0.538119
m_N[7],17.3805
m_N[8],0.188025
m_N[9],22.8681
m_N[10],0.0888122
m_N[11],23.7879
m_N[12],4.3491
m_N[13],-11.6761
m_N[14],0.00214341
m_N[15],29.7408
m_N[16],0.326484
m_N[17],-8.65315
m_N[18],-12.6847
m_N[19],-40.8002
m_N[20],-223.327
m_N[21],7.56277
m_N[22],11.6781
m_N[23],213.824
m_N[24],-0.776348
m_N[25],-5.71077
m_N[26],0.000747429
m_N[27],-67.6147
m_N[28],-2.88654
m_N[29],-46.1374
m_N[30],3.11556

posterior_covariance
999.965,-0.22354,-0.213401,-0.0273313,0.000157405,-1.60926,0.00484845,-2.78183,0.0112132,-1.13775,-0.0440144,-0.936058,-8.37888e-05,-0.258677,4.39819e-05,0.200185,-0.00142722,0.0189827,0.204962,-0.0318614,-0.227253,-0.208555,0.0654802,0.197387,0.000163935,-0.00677894,-3.96294e-07,-0.550126,-0.0170701,-0.677571,-0.00227088
-0.22354,922.406,-116.519,7.09539,-0.0494561,-9.00639,0.700589,-14.0935,0.0724251,-7.19421,-1.45979,-6.436,0.194473,0.228109,-3.48029e-05,8.63703,-0.0314881,2.03003,1.56329,2.24106,-1.14697,-1.30305,-0.0756886,-13.4996,0.0588691,-0.0411755,8.58949e-06,11.7033,1.95737,7.56925,-1.75226
-0.213401,-116.519,568.414,7.45991,-0.0486255,-3.22109,1.04024,-6.43733,0.0347363,-7.32271,-1.7761,-2.92619,0.730855,-2.84939,0.000390161,3.69575,-0.00640179,10.6077,5.77828,15.2541,32.7182,-4.50488,-1.15176,-49.7609,0.170151,0.747804,-7.5152e-05,23.5495,1.48913,17.0692,-1.75345
-0.0273313,7.09539,7.45991,19.9591,-0.0974287,-2.40649,0.11861,-4.02502,0.0049114,-1.04332,-0.560732,-0.617177,-0.514608,2.29289,-0.000373307,3.51489,-0.00110146,0.730402,-4.22118,2.13165,6.00861,-2.33901,0.126751,-8.57057,0.0342764,-0.194889,2.90702e-05,-5.33463,0.416742,-4.57765,-0.155429
0.000157405,-0.0494561,-0.0486255,-0.0974287,0.000541915,0.0113715,-0.000503804,0.017567,-2.90069e-05,0.00606446,0.00201879,0.0041681,0.00333246,-0.0102638,1.61142e-06,-0.0220399,2.57086e-05,-0.00434128,0.0223632,-0.0109755,-0.024569,0.00756139,-0.000124464,0.0369929,-0.000123475,0.000791024,-1.51812e-07,0.0235798,-0.00150363,0.0203497,0.000401141
-1.60926,-9.00639,-3.22109,-2.40649,0.0113715,921.256,-4.7148,-133.662,0.519916,-53.1417,-2.02731,-43.6553,-0.023526,-14.3883,0.00250551,13.5921,-0.0810303,1.67203,13.8194,-2.60492,-18.1388,-9.72527,3.15522,11.9667,-0.00415062,-0.431615,-2.32785e-06,-28.5661,-0.87267,-33.3138,0.0483365
0.00484845,0.700589,1.04024,0.11861,-0.000503804,-4.7148,0.0645395,0.617197,-0.00810101,0.159412,-0.0480171,0.118553,-0.0217153,0.181968,-3.46151e-05,0.0555271,0.000410442,-0.00991165,-0.316282,0.0506394,0.0634252,0.0248739,-0.0237415,-0.377868,0.00191042,-0.00776342,1.10748e-06,0.0402948,0.0074539,-0.0567628,0.0036571
-2.78183,-14.0935,-6.43733,-4.02502,0.017567,-133.662,0.617197,760.195,-1.98799,-91.962,-3.15672,-75.262,0.232316,-26.2361,0.0045864,15.5353,-0.118988,3.38179,24.1887,-2.95866,-25.4226,-17.5402,4.50369,27.1431,-0.0242908,-1.06684,3.72434e-05,-52.2582,-0.586438,-59.539,-0.167199
0.0112132,0.0724251,0.0347363,0.0049114,-2.90069e-05,0.519916,-0.00810101,-1.98799,0.00878108,0.36724,0.00456591,0.294169,-0.00569408,0.0353504,-7.82016e-06,4.03152e-05,9.49633e-05,-0.0263866,-0.15715,0.0102282,0.100295,0.0472239,-0.0126859,-0.150945,0.000398439,0.00805675,-6.31997e-07,0.20904,0.0153059,0.238228,-0.0106237
-1.13775,-7.19421,-7.32271,-1.04332,0.00606446,-53.1417,0.159412,-91.962,0.36724,962.315,-8.89842,-30.7865,0.0279435,-8.89621,0.00151858,6.29818,-0.0466266,0.776754,7.24913,-0.954516,-7.48714,-6.85693,2.14547,5.46341,0.00941069,-0.200835,-1.47555e-05,-18.2989,-0.525972,-22.6559,-0.101799
