posterior_mean
m_N[0],7.99351
m_N[1],0.186554
m_N[2],-0.0107926
m_N[3],-0.1268
m_N[4],-0.603766
m_N[5],-0.442103
m_N[6],0.661658
m_N[7],0.00444001
m_N[8],0.00100738
m_N[9],-2.60541
m_N[10],1.39752
m_N[11],0.0142149
m_N[12],-0.000187361
m_N[13],-0.00485112
m_N[14],6.94394e-06
m_N[15],0.715641
m_N[16],-6.46334
m_N[17],1.01365
m_N[18],-0.27307
m_N[19],4.04276
m_N[20],-1.81127
m_N[21],-0.0944919
m_N[22],0.0174793

posterior_covariance
409.77,0.75955,-0.0223034,1.48559,-1.12564,-0.0883177,0.293647,0.388171,-0.0172612,3.41441,-7.4241,-0.00538278,7.76593e-05,0.00411336,-2.97576e-05,-321.053,-53.4365,-25.3903,4.08075,1.104,-0.413105,-0.400316,-0.000467753
0.75955,0.0223617,-0.00110771,0.00513048,-0.00645053,-0.0183685,0.0217712,0.000672436,-1.42394e-05,-0.0122343,0.014797,-6.4428e-05,8.37852e-07,4.19685e-05,-1.71081e-07,0.0988713,-0.548157,-0.254082,0.0405222,0.00444578,-0.00283088,-0.00424056,0.000179239
-0.0223034,-0.00110771,5.93497e-05,-0.000129985,0.000198018,0.000855478,-0.00127775,-1.2235e-05,2.42519e-07,0.000702241,-1.33578e-05,2.57473e-06,-4.32185e-08,-1.45656e-06,8.1904e-09,-0.0074477,0.00675796,0.0166177,-0.00254619,-0.000410254,0.000286533,0.000188807,-9.44363e-06
1.48559,0.00513048,-0.000129985,0.531679,-0.386539,0.0948707,-0.0453373,-0.00191588,0.000214066,-0.0441448,0.0017689,-0.000183094,7.80618e-06,-0.000214832,7.08369e-07,-0.259273,-1.98982,0.235687,-0.0305744,0.0051869,0.00568298,0.01958,-0.000953725
-1.12564,-0.00645053,0.000198018,-0.386539,0.308005,-0.0372943,0.0101006,0.000721293,-0.000108848,-0.00926323,0.0440879,0.000262382,-6.49154e-06,0.000106438,-4.32308e-07,0.163349,1.44081,-0.0963091,0.010024,0.0153884,-0.011912,-0.0219439,0.00104761
-0.0883177,-0.0183685,0.000855478,0.0948707,-0.0372943,0.321721,-0.418136,-0.000309732,-4.05e-06,-0.104668,0.293848,0.00068923,-4.50436e-06,-0.000480014,1.62344e-06,0.116095,0.317232,-0.17667,0.0281467,-0.0344679,0.01877,-0.00488592,0.000221877
0.293647,0.0217712,-0.00127775,-0.0453373,0.0101006,-0.418136,0.690253,-0.000972725,7.06154e-05,0.194992,-0.715476,-0.000919534,8.35075e-06,0.000648592,-2.72229e-06,-0.225123,-0.730475,0.352151,-0.0545516,0.0404636,-0.0217444,0.00685814,-0.000428514
0.388171,0.000672436,-1.2235e-05,-0.00191588,0.000721293,-0.000309732,-0.000972725,0.00392523,-0.000268001,-0.000423157,0.00413876,-2.41079e-05,7.2186e-07,5.97503e-07,-7.3861e-08,0.00876916,-0.366475,-0.0182788,0.00314995,0.00185597,-0.000541594,-0.00256142,7.0526e-05
-0.0172612,-1.42394e-05,2.42519e-07,0.000214066,-0.000108848,-4.05e-06,7.06154e-05,-0.000268001,2.15049e-05,-3.613e-05,-0.000142896,4.63468e-06,-1.36721e-07,9.01119e-08,3.68075e-09,-0.00103284,0.0148842,0.00161714,-0.000252991,-0.000137248,6.5643e-05,0.000223038,-7.83418e-06
3.41441,-0.0122343,0.000702241,-0.0441448,-0.00926323,-0.104668,0.194992,-0.000423157,-3.613e-05,3.62652,-7.15015,0.00178807,-3.67565e-05,-6.06533e-05,8.40649e-08,-0.0377316,-3.45113,-0.158774,0.0309011,-0.228023,0.131504,0.0249215,-0.000962032
