posterior_mean
m_N[0],-65.594
m_N[1],-0.0252565
m_N[2],2.2299
m_N[3],-1.9816
m_N[4],-0.49345
m_N[5],15.1774
m_N[6],0.00549059
m_N[7],-2.11114e-05
m_N[8],95.468
m_N[9],-9.03479
m_N[10],-2.37808
m_N[11],-1.19428e-12

posterior_covariance
152.116,0.0338939,0.68697,1.33469,0.983311,-8.75799,-0.549027,-5.18496e-07,-239.299,-26.6006,0.467448,-4.02376e-13
0.0338939,999.999,0.000173513,0.000552638,-0.000172733,6.57144e-05,0.000127179,2.3252e-09,-0.0575425,0.0383084,0.000195884,-2.50691e-16
0.68697,0.000173513,0.162521,0.12473,-0.00972067,-0.292981,-0.0266107,-5.16749e-08,-1.11025,0.0421561,0.0286814,4.00371e-15
1.33469,0.000552638,0.12473,0.466712,-0.0323343,-0.346383,-0.0338226,7.51561e-07,-2.51829,3.31282,-0.0237289,2.15192e-14
0.983311,-0.000172733,-0.00972067,-0.0323343,0.0919213,0.0589301,-0.00640587,-6.9586e-07,-1.66149,-0.385755,-0.000601566,-1.124e-14
-8.75799,6.57144e-05,-0.292981,-0.346383,0.0589301,9.52311,-0.00886499,-1.58523e-06,0.294233,5.91656,-0.438091,-6.31088e-15
-0.549027,0.000127179,-0.0266107,-0.0338226,-0.00640587,-0.00886499,0.916763,-3.95245e-07,0.973079,0.322286,0.0227448,3.26263e-16
-5.18496e-07,2.3252e-09,-5.16749e-08,7.51561e-07,-6.9586e-07,-1.58523e-06,-3.95245e-07,1000,2.69119e-06,-5.85004e-06,-1.73598e-07,2.29236e-19
-239.299,-0.0575425,-1.11025,-2.51829,-1.66149,0.294233,0.973079,2.69119e-06,398.668,27.3934,-0.236114,6.45581e-13
-26.6006,0.0383084,0.0421561,3.31282,-0.385755,5.91656,0.322286,-5.85004e-06,27.3934,168.373,0.166612,-6.69883e-13
0.467448,0.000195884,0.0286814,-0.0237289,-0.000601566,-0.438091,0.0227448,-1.73598e-07,-0.236114,0.166612,0.136126,-5.96249e-15
-4.02376e-13,-2.50691e-16,4.00371e-15,2.15192e-14,-1.124e-14,-6.31088e-15,3.26263e-16,2.29236e-19,6.45581e-13,-6.69883e-13,-5.96249e-15,1000
